repcountry,parcountry,year,repgwno,pargwno,repccode,repifscode,repifs,repgwabbrev,parccode,parifscode,parifs,pargwabbrev,positionIN_CDIS,positionOUT_CDIS,FDIflowOUT_FDI_OECD,FDIflowIN_FDI_OECD,FDIposOUT_FDI_OECD,FDIposIN_FDI_OECD,posOUT_FDI_BEA,posIN_FDI_BEA,migstock_MIG_UN,total_MIG,male_MIG,female_MIG,refugees_REF,asylum_REF,returned_REF,naturalize_nat_OECD,asylum_in_nat_OECD,mig_in_nat_OECD,mig_out_nat_OECD,labor_stock_nat_OECD,mig_stock_nat_OECD,labor_stock_bir_OECD,mig_stock_bir_OECD,FLOW_TH,treatytotalN_BLA,treatyruntotalN_BLA,signed_PTA,todate_PTA,inforce_PTA,signed_BIT,todate_BIT,inforce_BIT,defense_ALL,neutrality_ALL,nonaggression_ALL,entente_ALL,mid_MID,count_MID,host_MID,war_MID,war_WAR,rep_init_WAR,joiner_WAR,count_IGO,prop_IGO,ideal1_UNV,ideal2_UNV,absidealdiff_UNV,s2un_UNV,s3un_UNV,agree2un_UNV,agree3un_UNV,comlang_off_CEPII,comlang_ethno_CEPII,colony_CEPII,comcol_CEPII,dist_CEPII,distcap_CEPII,distw_CEPII,distwces_CEPII
"United States of America",China,2001,2,710,2,111,USA,USA,710,924,CHN,CHN,NA,NA,NA,NA,NA,NA,12081,535,NA,627759.333333333,324842.888888889,294918.222222222,17105,13359,NA,34423,8008,56267,NA,NA,NA,598,1063424,18214549504,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,51,0.155015197568389,2.677,-0.652,3.329,-0.74468,-0.50746,0.12766,0.24627,0,0,0,0,10993.68,11159.25,11183.4,11099.8
"United States of America","United States of America",2002,2,2,2,111,USA,USA,2,111,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1161.074,1161.074,1853.8,261.717
"United States of America",China,2002,2,710,2,111,USA,USA,710,924,CHN,CHN,NA,NA,NA,NA,NA,NA,10570,385,NA,627759.333333333,324842.888888889,294918.222222222,23696,15587,NA,31987,10237,61082,NA,NA,NA,591,1081244,18182760448,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,51,0.151785714285714,2.736,-0.711,3.447,-0.74545,-0.55556,0.12727,0.22222,0,0,0,0,10993.68,11159.25,11183.4,11099.8
"United States of America","United States of America",2003,2,2,2,111,USA,USA,2,111,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1161.074,1161.074,1853.8,261.717
"United States of America",China,2003,2,710,2,111,USA,USA,710,924,CHN,CHN,NA,NA,1273,-62,11261,284,11261,284,NA,627759.333333333,324842.888888889,294918.222222222,21300,12776,NA,23991,4906,40568,NA,NA,NA,658,1127711,20786626560,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,51,0.1513353115727,2.879,-0.889,3.768,-0.77049,-0.61333,0.11475,0.19333,0,0,0,0,10993.68,11159.25,11183.4,11099.8
"United States of America","United States of America",2004,2,2,2,111,USA,USA,2,111,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1161.074,1161.074,1853.8,261.717
"United States of America",China,2004,2,710,2,111,USA,USA,710,924,CHN,CHN,NA,NA,4499,150,17616,435,17616,435,NA,627759.333333333,324842.888888889,294918.222222222,18957,10301,NA,27309,5627,55494,NA,NA,583325,825,1218362,24438224896,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,51,0.1513353115727,2.881,-0.841,3.722,-0.82759,-0.66197,0.08621,0.16901,0,0,0,0,10993.68,11159.25,11183.4,11099.8
"United States of America","United States of America",2005,2,2,2,111,USA,USA,2,111,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1161.074,1161.074,1853.8,261.717
"United States of America",China,2005,2,710,2,111,USA,USA,710,924,CHN,CHN,NA,NA,1955,146,19016,574,19016,574,1607654,574038.444444444,302361.714285714,276158.777777778,26131,10005,NA,31708,7623,69933,NA,NA,561531,826,1202923,26946877440,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,51,0.153153153153153,3.002,-0.801,3.803,-0.83607,-0.70833,0.08197,0.14583,0,0,0,0,10993.68,11159.25,11183.4,11099.8
"United States of America","United States of America",2006,2,2,2,111,USA,USA,2,111,USA,USA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1161.074,1161.074,1853.8,261.717
"United States of America",China,2006,2,710,2,111,USA,USA,710,924,CHN,CHN,NA,NA,4226,315,26459,785,26459,785,NA,574038.444444444,302361.714285714,276158.777777778,41007,11151,NA,35387,9362,87307,NA,NA,647207,869,1357482,32242964480,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,2.976,-0.782,3.758,-0.83333,-0.68235,0.08333,0.15882,0,0,0,0,10993.68,11159.25,11183.4,11099.8
"United States of America","United States of America",2007,2,2,2,111,USA,USA,2,111,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1161.074,1161.074,1853.8,261.717
"United States of America",China,2007,2,710,2,111,USA,USA,710,924,CHN,CHN,NA,NA,5243,8,29710,584,29710,584,NA,574038.444444444,302361.714285714,276158.777777778,45194,8835,NA,33134,8781,76655,NA,NA,655404,975,1367772,34982842368,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,NA,2.879,-0.593,3.472,-0.84127,-0.69737,0.07937,0.15132,0,0,0,0,10993.68,11159.25,11183.4,11099.8
"United States of America","United States of America",2008,2,2,2,111,USA,USA,2,111,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1161.074,1161.074,1853.8,261.717
"United States of America",China,2008,2,710,2,111,USA,USA,710,924,CHN,CHN,NA,NA,15971,500,53927,1105,53927,1105,NA,574038.444444444,302361.714285714,276158.777777778,47277,11964,NA,40017,9825,80271,NA,NA,627821,955,1339131,44454313984,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.861,-0.537,3.398,-0.79661,-0.64789,0.10169,0.17606,0,0,0,0,10993.68,11159.25,11183.4,11099.8
"United States of America","United States of America",2009,2,2,2,111,USA,USA,2,111,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1161.074,1161.074,1853.8,261.717
"United States of America",China,2009,2,710,2,111,USA,USA,710,924,CHN,CHN,55265.3,NA,-7512,500,54069,1624,54069,1624,NA,574038.444444444,302361.714285714,276158.777777778,51480,11916,NA,37130,10725,64238,NA,NA,662555,866,1425814,49923645440,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.66,-0.581,3.241,-0.73585,-0.56522,0.13208,0.21739,0,0,0,0,10993.68,11159.25,11183.4,11099.8
"United States of America","United States of America",2010,2,2,2,111,USA,USA,2,111,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1161.074,1161.074,1853.8,261.717
"United States of America",China,2010,2,710,2,111,USA,USA,710,924,CHN,CHN,63454.1908870032,NA,5420,1037,58996,3300,58996,3300,1922950,506882,248187,256274,54599,1553,NA,33969,12510,70863,NA,NA,791905,NA,1604373,65985724416,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.608,-0.735,3.343,-0.72,-0.53846,0.14,0.23077,0,0,0,0,10993.68,11159.25,11183.4,11099.8
"United States of America","United States of America",2011,2,2,2,111,USA,USA,2,111,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1161.074,1161.074,1853.8,261.717
"United States of America",China,2011,2,710,2,111,USA,USA,710,924,CHN,CHN,57750.6,NA,-1087,520,55304,3729,53661,3598,NA,506882,248187,256274,58352,3426,NA,32864,15649,87016,NA,NA,797147,NA,1651511,74375135232,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.568,-0.68,3.248,-0.60784,-0.47692,0.19608,0.26154,0,0,0,0,10993.68,11159.25,11183.4,11099.8
"United States of America","United States of America",2012,2,2,2,111,USA,USA,2,111,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1161.074,1161.074,1853.8,261.717
"United States of America",China,2012,2,710,2,111,USA,USA,710,924,CHN,CHN,62960.2324420763,NA,-3482,1370,51363,5154,54514,7076,NA,506882,248187,256274,60615,5403,NA,31868,15884,81784,NA,NA,861413,NA,1719819,81433894912,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.612,-0.777,3.389,-0.70833,-0.5,0.14583,0.25,0,0,0,0,10993.68,11159.25,11183.4,11099.8
"United States of America","United States of America",2013,2,2,2,111,USA,USA,2,111,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1161.074,1161.074,1853.8,261.717
"United States of America",China,2013,2,710,2,111,USA,USA,710,924,CHN,CHN,76464.55858042,NA,NA,NA,NA,NA,60454,7855,NA,506882,248187,256274,65558,12398,NA,35387,12295,71798,NA,NA,868182,NA,1786116,94016733184,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.179,-0.509,2.688,-0.38776,-0.29688,0.30612,0.35156,0,0,0,0,10993.68,11159.25,11183.4,11099.8
"United States of America","United States of America",2014,2,2,2,111,USA,USA,2,111,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1161.074,1161.074,1853.8,261.717
"United States of America",China,2014,2,710,2,111,USA,USA,710,924,CHN,CHN,70264.16420285,NA,NA,NA,NA,NA,73660,10071,NA,506882,248187,256274,71902,37242,0,30284,13716,76089,NA,NA,963628,NA,1929535,93673070592,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.53,-0.654,3.184,-0.60714,-0.45946,0.19643,0.27027,0,0,0,0,10993.68,11159.25,11183.4,11099.8
"United States of America","United States of America",2015,2,2,2,111,USA,USA,2,111,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1161.074,1161.074,1853.8,261.717
"United States of America",China,2015,2,710,2,111,USA,USA,710,924,CHN,CHN,78489.56188174,NA,NA,NA,NA,NA,84525,16769,2345208,NA,NA,NA,74020,45500,0,31241,15083,74558,NA,NA,1079043,NA,2065431,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,10993.68,11159.25,11183.4,11099.8
"United States of America","United States of America",2016,2,2,2,111,USA,USA,2,111,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1161.074,1161.074,1853.8,261.717
"United States of America",China,2016,2,710,2,111,USA,USA,710,924,CHN,CHN,70119.60002441,NA,NA,NA,NA,NA,92481,27475,NA,NA,NA,NA,72507,57450,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,10993.68,11159.25,11183.4,11099.8
"United States of America","United States of America",2017,2,2,2,111,USA,USA,2,111,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1161.074,1161.074,1853.8,261.717
"United States of America",China,2017,2,710,2,111,USA,USA,710,924,CHN,CHN,NA,NA,NA,NA,NA,NA,NA,NA,2422998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,10993.68,11159.25,11183.4,11099.8
"United States of America",China,2018,2,710,2,111,USA,USA,710,924,CHN,CHN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,10993.68,11159.25,11183.4,11099.8
China,"United States of America",1945,710,2,710,924,CHN,CHN,2,111,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1488599.875,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,8,0.121212121212121,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,10993.68,11159.25,11183.4,11099.8
China,"United States of America",1946,710,2,710,924,CHN,CHN,2,111,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23064000,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,10993.68,11159.25,11183.4,11099.8
China,"United States of America",1947,710,2,710,924,CHN,CHN,2,111,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29039400,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,10993.68,11159.25,11183.4,11099.8
China,"United States of America",1948,710,2,710,924,CHN,CHN,2,111,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29776680,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,10993.68,11159.25,11183.4,11099.8
China,"United States of America",1949,710,2,710,924,CHN,CHN,2,111,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28475522,0,0,0,0,0,NA,NA,NA,0,0,0,0,1,1,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,10993.68,11159.25,11183.4,11099.8
China,"United States of America",1950,710,2,710,924,CHN,CHN,2,111,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52142880,0,0,0,0,0,NA,NA,NA,0,0,0,0,1,3,5,1,1,1,1,1,0.0105263157894737,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,10993.68,11159.25,11183.4,11099.8
China,"United States of America",1951,710,2,710,924,CHN,CHN,2,111,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16071436,0,0,0,0,0,NA,NA,NA,0,0,0,0,1,2,5,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,10993.68,11159.25,11183.4,11099.8
China,"United States of America",1952,710,2,710,924,CHN,CHN,2,111,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000004,0,0,0,0,0,NA,NA,NA,0,0,0,0,1,2,5,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,10993.68,11159.25,11183.4,11099.8
China,"United States of America",1953,710,2,710,924,CHN,CHN,2,111,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3928573.25,0,0,0,0,0,NA,NA,NA,0,0,0,0,1,3,5,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,10993.68,11159.25,11183.4,11099.8
China,"United States of America",1954,710,2,710,924,CHN,CHN,2,111,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178571.5,0,0,0,0,0,NA,NA,NA,0,0,0,0,1,2,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,10993.68,11159.25,11183.4,11099.8
China,"United States of America",1955,710,2,710,924,CHN,CHN,2,111,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178571.5,0,0,0,0,0,NA,NA,NA,0,0,0,0,1,2,4,0,0,0,0,2,0.018348623853211,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,10993.68,11159.25,11183.4,11099.8
China,"United States of America",1956,710,2,710,924,CHN,CHN,2,111,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178571.5,0,0,0,0,0,NA,NA,NA,0,0,0,0,1,2,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,10993.68,11159.25,11183.4,11099.8
China,"United States of America",1957,710,2,710,924,CHN,CHN,2,111,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178571.5,0,0,0,0,0,NA,NA,NA,0,0,0,0,1,1,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,10993.68,11159.25,11183.4,11099.8
China,"United States of America",1958,710,2,710,924,CHN,CHN,2,111,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178571.5,0,0,0,0,0,NA,NA,NA,0,0,0,0,1,1,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,10993.68,11159.25,11183.4,11099.8
China,"United States of America",1959,710,2,710,924,CHN,CHN,2,111,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178571.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,10993.68,11159.25,11183.4,11099.8
